CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1414,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,110.86,7928.83,Yes
CUST1415,Female,1,Yes,No,22,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),66.28,1491.45,No
CUST1416,Male,0,Yes,Yes,60,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),66.53,3816.43,No
CUST1417,Male,0,No,No,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),43.98,942.4,Yes
CUST1418,Male,0,No,Yes,17,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),53.66,953.49,Yes
CUST1419,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.07,2950.39,No
CUST1420,Male,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),114.9,769.59,Yes
CUST1421,Male,0,No,No,17,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,75.42,1237.81,No
CUST1422,Female,1,Yes,No,62,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),52.62,3334.31,Yes
CUST1423,Female,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),44.18,2655.2,No
CUST1424,Male,0,No,No,7,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),18.0,125.15,Yes
CUST1425,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,25.54,710.39,No
CUST1426,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,54.02,3962.23,No
CUST1427,Female,0,Yes,No,4,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),65.07,253.85,No
CUST1428,Male,1,No,No,16,No,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,38.84,632.92,Yes
CUST1429,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),98.74,5636.48,No
CUST1430,Female,0,Yes,No,41,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,88.45,3588.82,Yes
CUST1431,Female,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,78.32,4899.13,No
CUST1432,Male,0,No,No,69,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,98.37,6708.8,No
CUST1433,Male,0,No,No,58,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,101.35,5651.41,Yes
CUST1434,Female,0,Yes,No,40,No,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),49.79,1965.7,No
CUST1435,Male,0,Yes,No,58,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,50.47,2913.97,Yes
CUST1436,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,61.84,3756.57,No
CUST1437,Male,0,No,No,45,No,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,52.85,2428.01,No
CUST1438,Female,0,No,No,48,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,831.57,Yes
CUST1439,Male,0,No,No,11,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,78.55,860.73,Yes
CUST1440,Male,1,No,No,56,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),65.68,3587.58,No
CUST1441,Female,0,No,No,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,99.13,2267.34,No
CUST1442,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,23.06,736.1,Yes
CUST1443,Female,0,No,No,52,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,90.8,4596.7,Yes
CUST1444,Male,0,No,Yes,28,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,120.0,3377.76,No
CUST1445,Male,0,No,No,4,No,No,Fiber optic,No internet service,No,No,No,No,No,One year,No,Electronic check,40.36,158.23,Yes
CUST1446,Female,1,Yes,Yes,51,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,48.32,2380.44,No
CUST1447,Male,0,No,No,10,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No,One year,No,Credit card (automatic),70.81,716.57,No
CUST1448,Male,0,Yes,No,52,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,78.84,4237.62,No
CUST1449,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,18.0,1337.65,No
CUST1450,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.03,846.64,Yes
CUST1451,Male,0,No,No,18,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),18.0,308.36,No
CUST1452,Male,1,Yes,No,66,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),89.44,6012.9,Yes
CUST1453,Male,0,Yes,Yes,40,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,755.91,No
CUST1454,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.84,2958.97,No
CUST1455,Male,0,No,No,22,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.63,2011.62,No
CUST1456,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,44.67,1528.5,No
CUST1457,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,96.85,4638.6,Yes
CUST1458,Male,0,No,Yes,16,Yes,No,DSL,No,No,No,No internet service,No,Yes,One year,Yes,Mailed check,65.77,1048.01,No
CUST1459,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,68.14,3413.2,No
CUST1460,Male,0,No,Yes,63,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),50.79,3080.38,No
CUST1461,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,35.9,1381.34,Yes
CUST1462,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),118.97,6666.63,Yes
CUST1463,Female,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,68.0,3418.7,No
CUST1464,Female,0,No,No,37,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.23,680.31,No
CUST1465,Male,0,Yes,No,12,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),82.43,976.35,No
CUST1466,Female,0,No,No,32,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),20.11,644.09,No
CUST1467,Male,0,No,No,23,No,No,DSL,No internet service,No,Yes,No,No internet service,No,One year,Yes,Electronic check,61.21,1337.62,No
CUST1468,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,25.47,1796.19,Yes
CUST1469,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.31,753.02,No
CUST1470,Male,0,No,Yes,12,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,69.53,851.51,Yes
CUST1471,Female,0,No,No,49,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,71.27,3470.94,No
CUST1472,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,26.13,1243.17,No
CUST1473,Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,68.77,4307.41,No
CUST1474,Male,0,No,No,38,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,18.0,674.27,No
CUST1475,Female,0,No,No,26,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,98.46,2441.03,No
CUST1476,Female,1,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,65.3,2551.33,No
CUST1477,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),64.28,1026.54,No
CUST1478,Male,0,No,No,19,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),39.79,733.53,No
CUST1479,Female,0,No,Yes,50,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),41.83,2183.04,No
CUST1480,Female,0,Yes,No,56,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,90.06,4999.79,No
CUST1481,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.05,2172.85,Yes
CUST1482,Female,0,No,No,38,Yes,No,DSL,No,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),92.85,3389.83,Yes
CUST1483,Male,0,No,No,61,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,43.13,2572.03,No
CUST1484,Female,0,No,No,36,Yes,No,DSL,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,58.11,2108.39,No
CUST1485,Male,0,Yes,No,10,No,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),74.19,765.61,No
CUST1486,Male,1,Yes,No,47,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,One year,No,Electronic check,58.17,2808.74,No
CUST1487,Male,0,No,No,44,No,No,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,No,Electronic check,78.15,3502.25,No
CUST1488,Female,0,No,No,62,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,46.93,3035.5,No
CUST1489,Male,0,No,No,7,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,28.39,193.62,Yes
CUST1490,Female,0,No,No,69,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,76.73,5153.94,No
CUST1491,Female,1,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,21.03,381.46,No
CUST1492,Female,0,Yes,Yes,33,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,120.0,4040.65,No
CUST1493,Male,0,No,No,24,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),55.19,1364.44,No
CUST1494,Male,0,Yes,No,23,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,52.92,1187.91,No
CUST1495,Male,0,No,No,53,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,71.48,3898.57,Yes
CUST1496,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Mailed check,77.29,1657.01,No
CUST1497,Male,1,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,50.3,1868.73,No
CUST1498,Female,0,Yes,No,49,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.81,3488.24,No
CUST1499,Female,0,Yes,Yes,25,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,49.14,1253.7,No
CUST1500,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),101.68,4163.06,Yes
CUST1501,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Two year,No,Electronic check,90.3,2659.99,Yes
CUST1502,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),49.56,2040.02,Yes
CUST1503,Male,0,Yes,No,54,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),52.55,2894.33,Yes
CUST1504,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,47.76,1456.31,No
CUST1505,Female,0,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),63.11,3214.49,No
CUST1506,Male,0,No,No,2,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),79.5,166.52,No
CUST1507,Female,0,No,No,47,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.09,4089.79,No
CUST1508,Male,0,Yes,Yes,23,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,68.72,1555.75,Yes
CUST1509,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,71.11,414.96,No
CUST1510,Male,0,No,Yes,41,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.63,2467.74,No
CUST1511,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.02,3713.82,No
CUST1512,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.07,2898.41,No
CUST1513,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,120.0,8767.11,No
CUST1514,Male,0,No,No,39,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),105.83,4076.34,No
CUST1515,Female,0,No,No,10,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,56.46,561.11,No
CUST1516,Female,0,No,Yes,50,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,62.14,3164.55,Yes
CUST1517,Female,0,No,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,142.69,Yes
CUST1518,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,27.64,27.64,No
CUST1519,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,51.58,3766.62,Yes
CUST1520,Female,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,52.44,3680.38,No
CUST1521,Female,1,No,Yes,1,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,80.69,80.69,Yes
CUST1522,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),88.11,5678.87,Yes
CUST1523,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),18.0,494.95,No
CUST1524,Female,0,Yes,Yes,61,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,30.67,1888.13,No
CUST1525,Female,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24.29,1174.58,No
CUST1526,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),22.66,526.31,Yes
CUST1527,Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),64.22,2963.31,Yes
CUST1528,Male,1,No,No,40,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,93.46,3714.5,No
CUST1529,Male,0,No,No,11,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,103.71,1095.87,No
CUST1530,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),100.54,1107.36,No
CUST1531,Male,0,No,No,31,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,18.0,538.47,Yes
CUST1532,Female,0,Yes,No,60,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,50.73,3137.05,Yes
CUST1533,Male,0,No,Yes,55,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),70.43,3776.66,Yes
CUST1534,Female,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,87.84,2212.65,No
CUST1535,Male,1,Yes,No,62,Yes,No,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,18.0,1080.02,No
CUST1536,Male,0,Yes,No,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),41.8,784.51,Yes
CUST1537,Male,0,No,No,40,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),108.79,4197.62,No
CUST1538,Female,0,No,No,17,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.22,1049.2,Yes
CUST1539,Female,0,No,Yes,50,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),106.38,5310.52,Yes
CUST1540,Male,0,Yes,No,12,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,85.27,1048.14,No
CUST1541,Male,0,No,No,15,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,47.0,669.85,No
CUST1542,Female,0,Yes,Yes,39,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,80.84,3067.89,No
CUST1543,Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,97.67,1240.5,Yes
CUST1544,Male,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.11,1038.43,Yes
CUST1545,Male,1,No,Yes,57,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.94,2448.78,Yes
CUST1546,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,33.58,2012.15,No
CUST1547,Male,0,No,Yes,56,Yes,Yes,DSL,No,No,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),90.83,5080.26,No
CUST1548,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,91.97,2370.63,No
CUST1549,Female,0,Yes,Yes,4,No,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.91,161.49,Yes
CUST1550,Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),27.58,1502.57,No
CUST1551,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.26,342.09,No
CUST1552,Female,1,No,Yes,68,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.53,4059.9,No
CUST1553,Female,0,Yes,Yes,70,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,86.15,6314.52,No
CUST1554,Female,0,No,No,45,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Electronic check,112.58,5231.98,No
CUST1555,Female,1,No,No,9,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,44.61,389.63,No
CUST1556,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.56,1061.18,No
CUST1557,Female,0,Yes,Yes,3,No,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,32.23,98.72,Yes
CUST1558,Female,0,No,No,63,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Electronic check,84.14,5330.43,No
CUST1559,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.58,198.48,No
CUST1560,Male,0,Yes,No,31,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,34.67,1026.19,No
CUST1561,Female,0,No,No,38,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.73,1171.64,No
CUST1562,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),70.81,514.35,No
CUST1563,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),97.81,955.57,No
CUST1564,Female,0,No,No,59,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),59.69,3503.04,No
CUST1565,Male,1,Yes,No,1,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,91.25,91.25,Yes
CUST1566,Male,0,Yes,No,37,No,No,Fiber optic,No,Yes,No internet service,No,No,No,Two year,No,Electronic check,85.15,3153.54,Yes
CUST1567,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,20.91,536.73,No
CUST1568,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,65.1,4423.36,No
CUST1569,Female,0,No,Yes,5,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,94.91,492.55,No
CUST1570,Male,0,No,No,56,No,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),37.69,2075.36,No
CUST1571,Female,1,Yes,Yes,42,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,43.21,1751.76,No
CUST1572,Female,1,No,Yes,64,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,99.33,6604.17,Yes
CUST1573,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),60.08,2976.18,No
CUST1574,Male,1,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.18,3630.74,No
CUST1575,Male,1,Yes,No,71,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),18.0,1286.92,No
CUST1576,Female,0,Yes,No,2,No,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),81.2,154.85,Yes
CUST1577,Female,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),43.21,2822.33,No
CUST1578,Female,0,Yes,Yes,4,Yes,No,DSL,No,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),18.0,73.24,Yes
CUST1579,Female,0,Yes,Yes,62,Yes,No,DSL,No,No internet service,No,No,Yes,No,One year,No,Mailed check,57.61,3405.01,Yes
CUST1580,Female,0,Yes,No,27,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,89.64,2446.12,No
CUST1581,Male,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.55,5921.96,Yes
CUST1582,Male,0,No,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,63.15,1020.78,No
CUST1583,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.21,2713.19,Yes
CUST1584,Male,0,No,No,71,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.82,1465.05,No
CUST1585,Female,0,No,No,57,No,No,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,82.22,4588.15,Yes
CUST1586,Male,0,No,No,30,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),62.0,1927.88,No
CUST1587,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,58.83,4055.71,Yes
CUST1588,Male,0,No,No,71,Yes,No,DSL,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),53.68,3777.58,No
CUST1589,Female,0,Yes,No,65,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,90.86,5891.99,No
CUST1590,Female,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),85.59,1356.92,Yes
CUST1591,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.18,2504.3,No
CUST1592,Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,86.36,4104.1,Yes
CUST1593,Female,1,Yes,No,14,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),53.39,760.64,Yes
CUST1594,Male,0,Yes,No,2,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),49.46,103.46,No
CUST1595,Male,0,Yes,No,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,60.58,2274.41,Yes
